"","id","accession_number","artist","artistRole","artistId","title","dateText","medium","creditLine","year","acquisitionYear","dimensions","width","height","depth","units","inscription","thumbnailCopyright","thumbnailUrl","url"
"55623",1532,"T00031","British School 19th century","artist",60,"Country Girl with Downcast Eyes","date not known","Watercolour on paper","Purchased 1955","",1955,"support: 292 x 235 mm","292","235",NA,"mm","","","http://www.tate.org.uk/art/images/work/T/T00/T00031_8.jpg","http://www.tate.org.uk/art/artworks/british-school-19th-century-country-girl-with-downcast-eyes-t00031"
"52615",14050,"P77094","Sutherland, Graham, OM","artist",2014,"9. The Fly","1978–9","Etching and aquatint on paper","Purchased 1985","1978",1985,"image: 481 x 739 mm","481","739",NA,"mm","","© The estate of Graham Sutherland","http://www.tate.org.uk/art/images/work/P/P77/P77094_8.jpg","http://www.tate.org.uk/art/artworks/sutherland-9-the-fly-p77094"
"53357",21698,"P77857","Bevan, Tony","artist",2371,"Man in White Shirt","1993","Drypoint on paper","Purchased 1996","1993",1996,"image: 193 x 193 mm","193","193",NA,"mm","date inscribed","© Tony Bevan","http://www.tate.org.uk/art/images/work/P/P77/P77857_8.jpg","http://www.tate.org.uk/art/artworks/bevan-man-in-white-shirt-p77857"
"58462",3616,"T03021","Daniell, William","artist",138,"St Michaels Mount, Cornwall","date not known","Aquatint on paper","Presented by Tate Gallery Publications 1979","1814",1979,"image: 162 x 241 mm","162","241",NA,"mm","","","http://www.tate.org.uk/art/images/work/T/T03/T03021_8.jpg","http://www.tate.org.uk/art/artworks/daniell-st-michaels-mount-cornwall-t03021"
"13998",38551,"D11176","Turner, Joseph Mallord William","artist",558,"Kent Head","1816","Graphite on paper","Accepted by the nation as part of the Turner Bequest 1856","1816",1856,"support: 154 x 96 mm","154","96",NA,"mm","","","http://www.tate.org.uk/art/images/work/D/D11/D11176_8.jpg","http://www.tate.org.uk/art/artworks/turner-kent-head-d11176"
"23922",48534,"D21191","Turner, Joseph Mallord William","artist",558,"Town on Rock, on Coast","c.1828","Graphite on paper","Accepted by the nation as part of the Turner Bequest 1856","1828",1856,"support: 179 x 113 mm","179","113",NA,"mm","","","http://www.tate.org.uk/art/images/work/D/D21/D21191_8.jpg","http://www.tate.org.uk/art/artworks/turner-town-on-rock-on-coast-d21191"
"51471",79520,"P12129","Lichtenstein, Roy","artist",1508,"American Indian Theme IV","1980","Woodcut and lithograph on paper","Presented by Tyler Graphics Ltd in honour of Pat Gilmour, Tate Print Department 1974-7, 2004","1980",2004,"image: 724 x 712 mm","724","712",NA,"mm","","© Estate of Roy Lichtenstein/DACS 2014","http://www.tate.org.uk/art/images/work/P/P12/P12129_8.jpg","http://www.tate.org.uk/art/artworks/lichtenstein-american-indian-theme-iv-p12129"
"36971",61617,"D34449","Turner, Joseph Mallord William","artist",558,"Church, with Trees; Distant River and Mountains","c.1830–41","Graphite on paper","Accepted by the nation as part of the Turner Bequest 1856","1830",1856,"support: 196 x 280 mm","196","280",NA,"mm","","","http://www.tate.org.uk/art/images/work/D/D34/D34449_8.jpg","http://www.tate.org.uk/art/artworks/turner-church-with-trees-distant-river-and-mountains-d34449"
"10392",34940,"D07551","Turner, Joseph Mallord William","artist",558,"Distant Fells","1809","Graphite on paper","Accepted by the nation as part of the Turner Bequest 1856","1809",1856,"support: 116 x 185 mm","116","185",NA,"mm","","","http://www.tate.org.uk/art/images/work/D/D07/D07551_8.jpg","http://www.tate.org.uk/art/artworks/turner-distant-fells-d07551"
"8000",32538,"D05146","Turner, Joseph Mallord William","artist",558,"?Beeston Castle from the East","1801","Graphite on paper","Accepted by the nation as part of the Turner Bequest 1856","1801",1856,"support: 255 x 164 mm","255","164",NA,"mm","","","http://www.tate.org.uk/art/images/work/D/D05/D05146_8.jpg","http://www.tate.org.uk/art/artworks/turner-beeston-castle-from-the-east-d05146"
"54694",96874,"P79357","Wilke, Hannah","artist",11355,"Marxism and Art: Beware of Fascist Feminism","1977","Lithograph on paper","Purchased 2008","1977",2008,"290 x 230 mm","","",NA,"","","© Marsie, Emanuelle, Damon and Andrew Scharlatt/ DACS, London / VAGA, New York 2014","http://www.tate.org.uk/art/images/work/P/P79/P79357_8.jpg","http://www.tate.org.uk/art/artworks/wilke-marxism-and-art-beware-of-fascist-feminism-p79357"
"16093",40649,"D13281","Turner, Joseph Mallord William","artist",558,"A Horseman’s Cloak","c.1817–18","","Accepted by the nation as part of the Turner Bequest 1856","1817",1856,"support: 69 x 103 mm","69","103",NA,"mm","","","http://www.tate.org.uk/art/images/work/D/D13/D13281_8.jpg","http://www.tate.org.uk/art/artworks/turner-a-horsemans-cloak-d13281"
"44166",9253,"N05989","Marcoussis, Louis","artist",1577,"Rain","1929","Oil paint on canvas","Purchased 1951","1929",1951,"support: 610 x 457 mm","610","457",NA,"mm","","","http://www.tate.org.uk/art/images/work/N/N05/N05989_8.jpg","http://www.tate.org.uk/art/artworks/marcoussis-rain-n05989"
"53229",21136,"P77721","Woodrow, Bill","artist",2170,"Tin","1994","Linocut on paper","Purchased 1994","1994",1994,"image: 382 x 270 mm","382","270",NA,"mm","","© Bill Woodrow","http://www.tate.org.uk/art/images/work/P/P77/P77721_8.jpg","http://www.tate.org.uk/art/artworks/woodrow-tin-p77721"
"20297",44863,"D17507","Turner, Joseph Mallord William","artist",558,"Scenes on Medway. Distant River","1820","Graphite on paper","Accepted by the nation as part of the Turner Bequest 1856","1820",1856,"support: 112 x 190 mm","112","190",NA,"mm","","","http://www.tate.org.uk/art/images/work/D/D17/D17507_8.jpg","http://www.tate.org.uk/art/artworks/turner-scenes-on-medway-distant-river-d17507"
"13688",38241,"D10866","Turner, Joseph Mallord William","artist",558,"Boats and a Ship under Sail","c.1815–16","Graphite on paper","Accepted by the nation as part of the Turner Bequest 1856","1815",1856,"support: 102 x 160 mm","102","160",NA,"mm","","","http://www.tate.org.uk/art/images/work/D/D10/D10866_8.jpg","http://www.tate.org.uk/art/artworks/turner-boats-and-a-ship-under-sail-d10866"
"33591",58227,"D30988","Turner, Joseph Mallord William","artist",558,"The Bastei and its Bridge, Looking towards Felsenburg Neurathen","1835","Graphite on paper","Accepted by the nation as part of the Turner Bequest 1856","1835",1856,"support: 170 x 104 mm","170","104",NA,"mm","","","http://www.tate.org.uk/art/images/work/D/D30/D30988_8.jpg","http://www.tate.org.uk/art/artworks/turner-the-bastei-and-its-bridge-looking-towards-felsenburg-neurathen-d30988"
"4401",28922,"D01516","Turner, Joseph Mallord William","artist",558,"A River Valley (?the Usk) and Mountains (?the Brecon Beacons) Seen between Trees","1798","Graphite on paper","Accepted by the nation as part of the Turner Bequest 1856","1798",1856,"support: 131 x 95 mm","131","95",NA,"mm","","","http://www.tate.org.uk/art/images/work/D/D01/D01516_8.jpg","http://www.tate.org.uk/art/artworks/turner-a-river-valley-the-usk-and-mountains-the-brecon-beacons-seen-between-trees-d01516"
"32024",56658,"D29391","Turner, Joseph Mallord William","artist",558,"Genoa, from the Harbour","c.1835–40","Graphite on paper","Accepted by the nation as part of the Turner Bequest 1856","1835",1856,"support: 146 x 103 mm","146","103",NA,"mm","","","http://www.tate.org.uk/art/images/work/D/D29/D29391_8.jpg","http://www.tate.org.uk/art/artworks/turner-genoa-from-the-harbour-d29391"
"24970",49582,"D22244","Turner, Joseph Mallord William","artist",558,"St Peter’s Church, Hope","?1831","Graphite on paper","Accepted by the nation as part of the Turner Bequest 1856","1831",1856,"support: 191 x 114 mm","191","114",NA,"mm","","","http://www.tate.org.uk/art/images/work/D/D22/D22244_8.jpg","http://www.tate.org.uk/art/artworks/turner-st-peters-church-hope-d22244"
"15316",39869,"D12501","Turner, Joseph Mallord William","artist",558,"Study of Sky","c.1816–18","Watercolour on paper","Accepted by the nation as part of the Turner Bequest 1856","1816",1856,"support: 125 x 247 mm","125","247",NA,"mm","","","http://www.tate.org.uk/art/images/work/D/D12/D12501_8.jpg","http://www.tate.org.uk/art/artworks/turner-study-of-sky-d12501"
"46385",5855,"P03035","Hartrick, Archibald Standish","artist",1250,"Women’s Work: On Munitions - Dangerous Work (Packing T.N.T.)","c.1917","Lithograph on paper","Presented by the Ministry of Information 1918","1917",1918,"image: 460 x 353 mm","460","353",NA,"mm","","","http://www.tate.org.uk/art/images/work/P/P03/P03035_8.jpg","http://www.tate.org.uk/art/artworks/hartrick-womens-work-on-munitions-dangerous-work-packing-tnt-p03035"
"48391",4633,"P06174","Frink, Dame Elisabeth","artist",1124,"Man and Horse V","1971","Lithograph on paper","Presented by Curwen Studio through the Institute of Contemporary Prints 1975","1971",1975,"image: 595 x 800 mm","595","800",NA,"mm","","© Frink Estate","http://www.tate.org.uk/art/images/work/P/P06/P06174_8.jpg","http://www.tate.org.uk/art/artworks/frink-man-and-horse-v-p06174"
"16956",41514,"D14151","Turner, Joseph Mallord William","artist",558,"The Church of San Giuseppe at Luino, Lake Maggiore","1819","Graphite on paper","Accepted by the nation as part of the Turner Bequest 1856","1819",1856,"support: 186 x 111 mm","186","111",NA,"mm","","","http://www.tate.org.uk/art/images/work/D/D14/D14151_8.jpg","http://www.tate.org.uk/art/artworks/turner-the-church-of-san-giuseppe-at-luino-lake-maggiore-d14151"
"62814",26205,"T07404","Taslitzky, Boris","artist",2663,"The Strikes of June 1936","1936","Oil paint on cardboard","Presented by the artist 1998","1936",1998,"support: 404 x 607 mm","404","607",NA,"mm","","© ADAGP, Paris and DACS, London 2014","http://www.tate.org.uk/art/images/work/T/T07/T07404_8.jpg","http://www.tate.org.uk/art/artworks/taslitzky-the-strikes-of-june-1936-t07404"
"1689",69822,"A01692","Jones, George","artist",300,"[title not known]","date not known","Ink, watercolour and graphite on paper","Presented by the artist's widow 1888","",1888,"","","",NA,"","","","http://www.tate.org.uk/art/images/work/A/A01/A01692_8.jpg","http://www.tate.org.uk/art/artworks/jones-title-not-known-a01692"
"54451",85523,"P79114","Kippenberger, Martin","artist",6711,"Pride in Sentimentality","1987","Screenprint on paper","Purchased 2005","1987",2005,"image: 918 x 648 mm","918","648",NA,"mm","","© Estate Martin Kippenberger/Galerie Gisela Capitain, Cologne","http://www.tate.org.uk/art/images/work/P/P79/P79114_8.jpg","http://www.tate.org.uk/art/artworks/kippenberger-pride-in-sentimentality-p79114"
"48889",9477,"P06672","Michell, Keith","artist",1629,"IX ‘Look in thy glass and tell the face thou knewest’","1975","Lithograph on paper","Presented by Curwen Studio 1976","1975",1976,"image: 521 x 394 mm","521","394",NA,"mm","","","","http://www.tate.org.uk/art/artworks/michell-ix-look-in-thy-glass-and-tell-the-face-thou-knewest-p06672"
"53518",22109,"P78018","Bellany, John","artist",732,"Confessions of a Justified Sinner","1972","Etching on paper","Purchased 1997","1972",1997,"image: 493 x 495 mm","493","495",NA,"mm","","","","http://www.tate.org.uk/art/artworks/bellany-confessions-of-a-justified-sinner-p78018"
"38153",62802,"D35695","Turner, Joseph Mallord William","artist",558,"Sketch","c.1845","Graphite on paper","Accepted by the nation as part of the Turner Bequest 1856","1845",1856,"support: 74 x 116 mm","74","116",NA,"mm","","","http://www.tate.org.uk/art/images/work/D/D35/D35695_8.jpg","http://www.tate.org.uk/art/artworks/turner-sketch-d35695"
"42614",16483,"N04132","Wright, Joseph, of Derby","artist",615,"Sir Brooke Boothby","1781","Oil paint on canvas","Bequeathed by Miss Agnes Ann Best 1925","1781",1925,"support: 1486 x 2076 mm frame: 1740 x 2315 x 90 mm","1486","2076",NA,"mm","date inscribed","","http://www.tate.org.uk/art/images/work/N/N04/N04132_8.jpg","http://www.tate.org.uk/art/artworks/wright-sir-brooke-boothby-n04132"
"28039",52657,"D25320","Turner, Joseph Mallord William","artist",558,"Sails in Golden Light","c.1824–6","Watercolour on paper","Accepted by the nation as part of the Turner Bequest 1856","1824",1856,"support: 172 x 242 mm","172","242",NA,"mm","","","http://www.tate.org.uk/art/images/work/D/D25/D25320_8.jpg","http://www.tate.org.uk/art/artworks/turner-sails-in-golden-light-d25320"
"64681",23894,"T09315","Varley, Cornelius","artist",568,"An Anchor","date not known","Graphite and chalk on paper","Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996","",1997,"support: 291 x 376 mm","291","376",NA,"mm","","","http://www.tate.org.uk/art/images/work/T/T09/T09315_8.jpg","http://www.tate.org.uk/art/artworks/varley-an-anchor-t09315"
"42290",5516,"N03562","Gordon, Sir John Watson","artist",216,"Mrs George Baird of Strichen","exhibited 1862","Oil paint on board","Presented by A. Kay through the Art Fund 1920","1862",1920,"support: 356 x 279 mm frame: 506 x 427 x 39 mm","356","279",NA,"mm","","","http://www.tate.org.uk/art/images/work/N/N03/N03562_8.jpg","http://www.tate.org.uk/art/artworks/gordon-mrs-george-baird-of-strichen-n03562"
"61766",20068,"T06340","Turner, Joseph Mallord William","after",558,"Line-Fishing off Hastings, engraved by W. Miller","published 1859–61","Engraving on paper","Transferred from the British Museum 1988","1859",1988,"","","",NA,"","","","http://www.tate.org.uk/art/images/work/T/T06/T06340_8.jpg","http://www.tate.org.uk/art/artworks/turner-line-fishing-off-hastings-engraved-by-w-miller-t06340"
"43588",1139,"N05300","Blake, William","artist",39,"The Soul Hovering over the Body Reluctantly Parting with Life","c.1805","Graphite on paper","Bequeathed by Sir Hugh Walpole 1941","1805",1941,"support: 272 x 456 mm","272","456",NA,"mm","","","http://www.tate.org.uk/art/images/work/N/N05/N05300_8.jpg","http://www.tate.org.uk/art/artworks/blake-the-soul-hovering-over-the-body-reluctantly-parting-with-life-n05300"
"12925",37477,"D10099","Turner, Joseph Mallord William","artist",558,"[blank]","1814","","Accepted by the nation as part of the Turner Bequest 1856","1814",1856,"support: 119 x 82 mm","119","82",NA,"mm","","","","http://www.tate.org.uk/art/artworks/turner-blank-d10099"
"66341",25229,"T10975","British (?) School","artist",2638,"[title not known]","date not known","Graphite on paper","Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996","",1997,"support: 225 x 185 mm","225","185",NA,"mm","","","http://www.tate.org.uk/art/images/work/T/T10/T10975_8.jpg","http://www.tate.org.uk/art/artworks/british-school-title-not-known-t10975"
"41414",2158,"N01966","Chambers, George","artist",89,"Dutch East Indiamen Weighing their Anchors","c.1830–40","Oil paint on canvas","Purchased 1905","1830",1905,"support: 952 x 1365 mm frame: 1160 x 1570 x 110 mm","952","1365",NA,"mm","","","http://www.tate.org.uk/art/images/work/N/N01/N01966_8.jpg","http://www.tate.org.uk/art/artworks/chambers-dutch-east-indiamen-weighing-their-anchors-n01966"
"48172",7807,"P05522","Kadishman, Menashe","artist",1380,"Mountain B","1979","Screenprint on paper","Presented by Rose and Chris Prater 1979","1979",1979,"image: 730 x 603 mm","730","603",NA,"mm","","© Menashe Kadishman, courtesy www.kadishman.com","http://www.tate.org.uk/art/images/work/P/P05/P05522_8.jpg","http://www.tate.org.uk/art/artworks/kadishman-mountain-b-p05522"
"30902",55528,"D28209","Turner, Joseph Mallord William","artist",558,"?Sedan with the Viaduct of Torcy","1839","Graphite on paper","Accepted by the nation as part of the Turner Bequest 1856","1839",1856,"support: 168 x 101 mm","168","101",NA,"mm","","","http://www.tate.org.uk/art/images/work/D/D28/D28209_8.jpg","http://www.tate.org.uk/art/artworks/turner-sedan-with-the-viaduct-of-torcy-d28209"
"66753",25733,"T11387","Francia, François Louis Thomas","artist",2565,"[title not known]","date not known","Etching and watercolour on paper","Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996","",1997,"image: 186 x 238 mm","186","238",NA,"mm","","","http://www.tate.org.uk/art/images/work/T/T11/T11387_8.jpg","http://www.tate.org.uk/art/artworks/francia-title-not-known-t11387"
